,id,sentence1,sentence2,label,pred,TP,FP,TN,FN
497,498,"Newby had previously appointed Kobach to supervise elections Johnson County , Kansas .","Kobach had previously appointed Newby to oversee Johnson County , Kansas elections .",0,0,,,,
498,499,She was written by Timbaland and produced by Static Major and Timothy Mosley .,"It was written by Timbaland , and produced by Static Major and Timothy Mosley .",1,0,,,,
499,500,"France withdrew before the tournament , the Cornwall ( Great Britain ) left , playing Australasia .",France withdrew before the tournament which left Cornwall ( Great Britain ) playing Australasia .,1,0,,,,
500,501,"Both electromagnetic and eddy current brakes use electromagnetic force , but electromagnetic brakes ultimately depend on friction , and eddy current brakes directly use magnetic force .","Both electromagnetic and eddy current brakes use electromagnetic force , but magnetic brakes ultimately depend on friction and eddy current brakes use electromagnetic force directly .",0,0,,,,
501,502,"As traditionally defined , several species belong to the family from Australia , one from Africa , several from Asia and two from South America .","As traditionally defined , the family includes several extant species from South America , one from Africa , several from Asia , and two from Australia .",0,0,,,,
503,504,Crain has mentioned the song `` For the Miner '' on this album was written for Jason Molina shortly before his death .,"Crain wrote on this album the song `` For the Miner '' , which was mentioned shortly before his death for Jason Molina .",0,0,,,,
505,506,She absorbed Granville in 1920 and elected three members under proportional representation .,"In 1920 , it elected Granville and absorbed three members under proportional representation .",0,0,,,,
506,507,"Andrew Andrew Mogrelia is a British conductor with a varied career , which conducts symphonic works , ballets and a large discography for the Naxos label .","Andrew Mogrelia is a British conductor with a varied career conducting symphonic works , ballets and a large Discography for the Naxos label .",1,0,,,,
507,508,"Kelane is a small village in Khed , in Ratnagiri , Maharashtra State in India .","Kelane is a small village in Khed , in Ratnagiri district , Maharashtra State in India .",1,1,,,,
509,510,"Hector O ’ apos ; Neill ran on 5 August 2017 in a special election for mayor of Guaynabo to replace former mayor Angel Perez , but lost against Carmelo Ríos .","Hector O'Neill ran for mayor of Guaynabo on August 5 , 2017 in a special election to replace former Mayor Angel Perez , but lost against Carmelo Ríos .",1,0,,,,
510,511,"Wilbur was born on 1 March 1921 in North Caldwell , New Jersey and grew up in New York City .","Wilbur was born in North Caldwell , New Jersey March 1 , 1921 , and grew up in New York City .",1,0,,,,
511,512,"First , the problem is specified in the form of a matrix as written below :",First the problem is given in the form of a matrix as written below :,1,1,,,,
512,513,King Kong : Jean-Luc Ponty is the Music of Frank Zappa ( or simply King Kong ) Plays an album by French .,King Kong : Jean - Luc Ponty plays the music by Frank Zappa ( or simply King Kong ) is an album of French ones,0,0,,,,
513,514,"The 2012 season of the Esiliiga , the third level in the Estonian football system , is the twenty-second season in the league 's history .","The 2012 Esiliiga season , the third stage in the Estonian football system , is the twenty-second season in the history of the League .",1,0,,,,
514,515,The Alsatian mercenary coat of arms is already recognisable in modern songs of 1375 reported by Justinger .,The modern coat of arms is already recognisable in the Alsatian mercenary songs of 1375 reported by Justinger .,0,1,,,,
518,519,The first formal description of the Vietnamese green fink was created in 1926 by the American ornithologist Jean Théodore Delacour under the binomial name of `` Hypacanthis monguilloti '' .,"The first formal description of the American greenfinch was by the Vietnamese ornithologist Jean Théodore Delacour in 1926 , under the binomial name `` Hypacanthis monguilloti '' .",0,0,,,,
519,520,`` a '' is 1 if `` j '' is either 1 divided or `` i `` j '' .,`` a '' is 1 if either `` j '' 1 or `` i `` j '' is divided .,0,0,,,,
520,521,"On March 6 , 2016 , he debuted in the Ukrainian Premier League for FC Volyn Lutsk in a game against FC Metalist Kharkiv .",He made his debut in the Ukrainian Premier League for FC Metalist Kharkiv in a game against FC Volyn Lutsk on 6 March 2016 .,0,0,,,,
521,522,"The girl answered and the wolf asked her if she could share her meal with him , she refused telling the food was for her mother .","The girl refused and the wolf asked her if she could share her meal with him , she said the food that was answered for her mother .",0,0,,,,
523,524,"The Inniskillings moved from India to Shorncliffe , England in 1922 , returning to Iraq in 1925 .","In 1922 the Inniskillings moved from India to Shorncliffe , England , and returned to Iraq in 1925 .",1,0,,,,
524,525,"Warren Zevon wrote the song `` The Envoy '' , from his 1982 album of the same name , in honor of Habib .","Habib wrote the song `` The Envoy '' , written by his album of the same name in 1982 , in honor of Warren Zevon .",0,0,,,,
525,526,"It was available for ordering on November 25 , 2013 , in Shanghai , and November 29 , 2013 , in Beijing .",It was available on 25 November 2013 in Shanghai and on 29 November 2013 in Beijing .,0,0,,,,
526,527,"Born in 1841 in Marion County , Tennessee , Gardenhire moved to Lawrence County , Arkansas with his family when he was 10 .","Born 1841 in Lawrence County , Arkansas , Gardenhire moved with his family to Marion County , Tennessee , when he was 10 years old .",0,0,,,,
527,528,`` a '' is 1 if either `` j '' is 1 or `` i '' divides `` j '' .,`` a '' is 1 if `` j '' 1 is or `` i `` j '' divides .,0,0,,,,
528,529,"In 1662 , the Pages had a large brick nearby house built in cross-plan Middle Plantation .",In 1662 the pages had built a large brick nearby house in Kreuz - Plan Middle Plantation .,1,0,,,,
529,530,"Michal Pavlíček ( born February 14 , 1956 ) is musical guitarist , Czech composer , singer and lyricist .","Michal Pavlíček ( born February 14 , 1956 ) is a Czech guitarist , musical composer , singer and lyricist .",0,0,,,,
530,531,He was born in Shanghai and grew up there and started in Hong Kong .,He was born in Hong Kong and grew up there and started in Shanghai .,0,0,,,,
531,532,"David Spinozza plays the acoustic guitar in the song , Liberty DeVitto plays the drums and Robert Freedman the horn and string orchestration .","Robert Robert Freedman plays the acoustic guitar in the song , Liberty DeVitto plays the drums and David Spinozza is the horn and string orchestration .",0,0,,,,
532,533,"In the 1915 Cleveland Mayoral Election , he defeated his opponent , Peter Witt .",Peter Witt defeated his opponent David in the mayoral election of Cleveland in 1915 .,0,0,,,,
537,538,"The Ascona C was also sold in South Africa , where it was assembled by GM South Africa , replacing the Chevrolet Ascona which was based on the Ascona B .","The Ascona C was also sold in South Africa , where it was assembled by GM South Africa and replaced the Chevrolet Ascona , based on the Ascona B .",1,0,,,,
538,539,"Gore claims to be the `` trout capital of Oklahoma '' , with great fishing in Lake Tenkiller , the Illinois River , and the Arkansas River .","Gore claims to be the `` trout capital of Lake Tenkiller '' , with big fishing in Oklahoma , the Illinois River , and the Arkansas River .",0,0,,,,
539,540,"The Green Park Stadium -- formerly known as the Modi Stadium -- is a cricket ground in Kanpur , India .","The Green Park Stadium -- formerly known as Modi Stadium -- is a cricket ground in Kanpur , India .",1,1,,,,
542,543,"In 1870 , St. Meinrad became an abbey with Fintan Mundwiler as abbot and Martin Marty as a prior .","St. Meinrad became an abbey in 1870 , with Martin Marty as abbot and Fintan Mundwiler as a prior .",0,1,,,,
543,544,Judd comfortably won Bryce Gibbs ( 451 votes ) and Marc Murphy ( 415 votes ) .,Judd won comfortably ahead of Bryce Gibbs ( 451 votes ) and Marc Murphy ( 415 votes ) .,1,0,,,,
544,545,He is also the current artist on the comic adaptation of Laurell K. Hamilton `` Guilty Pleasures '' .,He is also the comic artist on the current adaptation of © Guilty Pleasures '' by Laurell K. Hamilton .,0,0,,,,
545,546,PDFsam Basic is written in Java and JavaFX and requires a working Java Virtual Machine Version 8 or higher installed in the operating system to run .,PDFsam Basic is installed in Java and JavaFX and requires a working Java Virtual Machine version 8 or above written in the operating system in order to run .,0,1,,,,
546,547,"Boys wear white shirts and blue pants . Girls wear white blouses , muga mekhela , white chadar with red border or white chalwar and kurta and muga dupatta .","Boys wear white shirts and white trousers , girls wear white blouses , Muga Mechela , white chadar with red border or blue Chalwar and Kurta and Muga Dupatta .",0,0,,,,
548,549,Shadow Mountain Lake is connected by a short channel to the natural Grand Lake .,Shadow Mountain Lake is connected to the natural Grand Lake via a short channel .,1,0,,,,
549,550,"He built weapon factories for Vtorov and Mikhelson in Elektrostal , Zatishye ( Moscow , Serpukhov ) and Bogorodsk ( Noginsk ) .","In Moscow , Serpukhov , Zatishye , Bogorodsk ( Noginsk ) , he built weapons factories for Vtorov and Mikhelson .",0,0,,,,
551,552,"An 1880 edition translated by Frederick Crombie , and revised and edited by Peter Christie , is available online .","An edition of 1880 , translated by Frederick Crombie and revised and published by Peter Christie , is online available .",1,1,,,,
553,554,Four bells were mentioned between 1777 and 1860 and in 1861 three new ones were inaugurated .,"Four times between 1777 and 1860 , bells were mentioned , and three new ones were consecrated in 1861 .",1,0,,,,
554,555,His published works include a series of sermons written in `` Old Yet Ever New '' ( 1904 ) and `` Dayspring From On High '' ( 1907 ) .,His published works include a number of sermons written in `` Old Yet Ever New '' ( 1904 ) and `` Dayspring From On High '' ( 1907 ) .,1,0,,,,
555,556,"Marcia Kubitschek had a daughter , Sarah Kubitschek , in 1943 .","In 1943 , Sarah Kubitschek had a daughter , Marcia Kubitschek .",0,0,,,,
556,557,"Steiner held that the spiritual world can be researched in the right circumstances through direct experience , by persons practicing ethical and cognitive forms of rigorous self-discipline .","Steiner believed that , in the right circumstances , the spiritual world can be researched through direct experience by practicing ethical and cognitive forms of strict self-discipline .",1,0,,,,
557,558,The episode was written by Adam Davidson and is directed by Matt Warburton .,The episode was written by Matt Warburton and is directed by Adam Davidson .,0,1,,,,
558,559,Ahlfors published a short proof of what is now called `` Denjoy -- Carleman '' -- Theorem in 1933 .,"In 1933 , Carleman published a short proof of what Denjoy -- Carleman -- Ahlfors Theorem is called today .",0,0,,,,
559,560,He was the son of Emma Jane Dennis and of George Bentley .,He was the son of George Bentley and Emma Jane Dennis .,1,1,,,,
560,561,"Instead , Jenkins protects Tidd when Tidd Said kills and is thrown in solitary confinement .","Jenkins kills Tidd instead when Tidd protects Said , and is thrown into solitary confinement .",0,0,,,,
562,563,"Cultural life is rich and fully described in the weekly Nice-Matin , and announced in the daily regional supplement , `` JV Wednesday '' .","Cultural life is rich and fully described in the weekly Nice Matin , and in the daily regional supplement , `` JV Wednesday '' announced .",1,0,,,,
563,564,"Frederick Forsyth is the protagonist in two novels , `` The Fist of God '' ( 1994 ) and `` The Afghan '' ( 2006 ) by Mike Martin .","Frederick Forsyth is the protagonist of two novels , `` The Fist of God '' ( 1994 ) and `` The Afghan '' ( 2006 ) by Mike Martin .",1,1,,,,
565,566,"Crosseola striata is a species of small sea snail or micromollusc , a marine gastropod mollusc in the family Crosseolidae .","Crosseola striata is a species of sea snail or micromollusc , a small gastropod mollusk in the Crosseolidae family .",0,0,,,,
566,567,"Leverett is located at the southern border of Franklin County , north of Hampshire County .","Leverett is located along the southern border of Franklin County , north of Hampshire County .",1,1,,,,
567,568,"Kelane is a small village in Maharashtra State , in Ratnagiri district , Khed in India .","Kelane is a small village in Khed , in Ratnagiri , Maharashtra State in India .",1,1,,,,
569,570,"On July 21 , 1919 , the army was disbanded and transformed into the Crimean Rifle Division , which was renamed the 58th Rifle Division in six days .","On 21 July 1919 , the army was renamed the Crimean Rifle Division , which was dissolved in six days and turned into the 58th Rifle Division again .",0,0,,,,
570,571,"Ysterplaat is an air base of the South African Air Force , located in South Africa , on the southwestern coast of Cape Town .","Ysterplaat is an air base of the South African Air Force . It is located in Cape Town , on the southwest coast of South Africa .",0,1,,,,
571,572,"Guest professorship at the Minneapolis School of Art , Minneapolis , USA . In Minneapolis , a series of works on paper are created .","Guest professorship at the Minneapolis School of Art , Minneapolis , USA In Minneapolis , USA , a series of works are being created on paper .",1,0,,,,
573,574,"On September 8 , 2014 , David Burtka announced on his Twitter site that Harris and he were married in Italy at the weekend .","On September 8 , 2014 , Harris announced on his Twitter page that David Burtka and he were married over the weekend in Italy .",0,0,,,,
575,576,"On March 10 , 1957 , Chris Barber 's Jazz Band played with Acker Bilk and Ottilie Patterson on May 19 , 1961 .","On 10 March 1957 , Chris Barber 's Jazz Band played at the venue , with Acker Bilk and on 19 May 1961 , Ottilie Patterson performed .",1,0,,,,
577,578,It was written by Katie Palmer and was directed by series producer James Burrows .,It was written by James Burrows and directed by series producer Katie Palmer .,0,0,,,,
578,579,Xstrata was taken over by Swiss mining company Falconbridge Ltd. in 2006 .,Xstrata was taken over by the Swiss mining company Falconbridge Ltd. in 2006 .,1,1,,,,
580,581,"Because of its status as a weak Lewis - Base , strontium carbonate can be used to create many different strontium compounds by simple use of the corresponding acid .","Because of its status as a corresponding Lewis base , strontium carbonate can be used to produce many different strontium compounds by simple use of the weak acid .",0,0,,,,
581,582,"The most commonly reported religious affiliations in the 2016 census were No religion 36.1 % , Anglican 15.1 % , and Catholics 8.4 % .","The most commonly reported religious affiliations in the 2016 Census were No Religion 36.1 % , Anglican 15.1 % and Catholic 8.4 % .",1,1,,,,
583,584,"The competition was continued under JLT Sport as a sponsor , which started last year .","The competition started under JLT Sport as a sponsor , which continued last year .",0,0,,,,
584,585,"Companies based in the larger Rivium include Rockwell Automation , Pfizer Nederland , Sodexho Nederland , Royal Dutch Shell , Van Oord , and many more .","Companies based in the larger rivium are Rockwell Automation , Pfizer Nederland , Sodexho Nederland , Royal Dutch Shell , Van Oord and many more .",1,0,,,,
585,586,"Writing for `` Empire '' , Kim Newman called it `` a cold but rather smart , subversive debut '' .","Kim Newman called it a `` cold but smart , subversive debut '' for `` Empire '' .",1,0,,,,
586,587,"It is a yellow solid with good solubility in water , but low solubility in DMF .","It is a yellow solid with a low solubility in water , but good solubility in DMF .",0,1,,,,
587,588,"In his debut season in New South Wales with St. George Dragons in 1957 , he represented Sydney Firsts and Sydney .","In his debut New South Wales season with the St. George Dragons in 1957 , he represented for both Sydney firsts and Sydney .",1,0,,,,
590,591,"The band members include Chris Hale ( lead vocals , sitar ) , Peter Hicks ( acoustic guitar , sitar ) and Travis McAfee ( bass ) .","Band members include Peter Hicks ( Lead - Vocals , Sitar ) , Chris Hale ( Acoustics - Guitar , Sitar ) and Travis McAfee ( Bass ) .",0,0,,,,
591,592,"For more details , see : `` Charles Edward Magoon , the Panama Years '' by Gustavo A. Mellander ( Río Piedras , PR : Editorial )","For more details , see : `` Edward Gustavo A. Mellander , the Panama Years '' by Charles Edward Magoon ( Río Piedras , PR : Editorial )",0,1,,,,
592,593,Barfoot represented the Kent Cricket Board in a single List A match against the Worcestershire Cricket Board in the 1999 NatWest Trophy .,"In the 1999 NatWest Trophy , the Kent Cricket Board was represented in a single List A game against the Worcestershire Cricket Board .",1,0,,,,
593,594,"On 2 March 1642 , Legge married Elizabeth Washington ( c.1616 -- 1688 ) , `` sister of another future royalist officer , Colonel Henry Washington '' .","On 2 March 1642 , Elizabeth married Washington Henry Washington ( c.1616 -- 1688 ) , `` sister of another future royalist , Colonel Legge '' .",0,0,,,,
594,595,"Wasilla is 17 miles by air and 47 miles on the road from Anchorage , the largest city in Alaska .","Wasilla is 17 miles by air and 47 miles by road from Anchorage , the largest city in Alaska .",1,1,,,,
595,596,"It is a yellow solid with a low solubility in water , but good solubility in DMF .","It is a yellow solid with good solubility in water , but with little solubility in DMF .",0,1,,,,
596,597,McNair was played by William Duell in the play and film `` 1776 '' .,William Duell was played in the play and movie `` 1776 '' by McNair .,0,0,,,,
597,598,"In November 1964 , the first oral consultations took place between the Soviet Embassy and the Norwegian Government .",The first oral consultations between the Norwegian embassy and the Soviet government took place in November 1964 .,0,0,,,,
598,599,There were 29 male and 48 female athletes representing the country at the summer - Paralympics 2000 .,There were 29 female and 48 male athletes representing the country at the 2000 Summer Paralympics .,0,0,,,,
599,600,The last Aglipayan Priest was Padre Klarín and the first was Padre Belén .,The last priest of Aglipayan was Padre Klarín and the first was Padre Belén .,1,0,,,,
600,601,Henri Dobler was born in 1863 in Marseille . His parents sold silk and textiles in Switzerland .,"Henri Dobler was born in Switzerland in 1863 , and his parents sold silk and textiles in Marseilles .",0,0,,,,
601,602,"Several members of the CFA were appointed to the McMillan Commission , as were many McMillan Plan supporters .","Several members of the McMillan Commission were appointed , as were many supporters of the McMillan plan , to the CFA .",0,0,,,,
602,603,Genesee County is a charter township of Mount Morris Charter Township in the U.S. state of Michigan .,Mount Morris Charter Township is a charter township of Genesee County in the state of Michigan .,0,0,,,,
605,606,The series published the Rowohlt publishing house was a novel by Patrick Niessen .,The published series of the Rowohlt publishing house was a novel by Patrick Niessen .,1,0,,,,
607,608,"Jean Tardieu was born around 1711 in Paris , son of Pierre Francois Tardieu .",Jean Tardieu was born in Paris around 1711 as the son of Pierre Francois Tardieu .,1,0,,,,
608,609,"Thapaswini is a 1971 Indian Malayalam film , produced by M. Krishnan Nair and directed by PIM Kasim .",Thapaswini is a 1971 Indian Malayalam film produced by M. Krishnan Nair and PIM Kasim .,0,1,,,,
609,610,"The alveolar ejective is a kind of consonantal sound that is used in some spoken languages The symbol in the International Phonetic Alphabet , which is this sound .",The Consonant - Ejective is a kind of alveolar sound that is used in some spoken languages The symbol in the International Phonetic Alphabet that represents this sound .,0,0,,,,
610,611,"The area has 13 public secondary schools and more than thirty primary schools three village polytechnics , all run by the government .","The area has 13 primary schools and more than thirty public secondary schools three village Polytechnics , all led by the government .",0,0,,,,
611,612,"For example , the following two definitions are safe for an equivalent division for values in maybe - monad .","For example , both following definitions for safe division for values in the Maybe monad are equivalent :",0,1,,,,
612,613,Vivek Ranadive brought a group together led by Kevin Johnson to keep the team in Sacramento .,Vivek Ranadive brought together a group managed by Kevin Johnson to keep the team in Sacramento .,1,1,,,,
613,614,"Tomasz Kafarski ( born January 13 , 1975 in Kościerzyna ) is a former Polish football manager and football player .","Tomasz Kafarski ( born January 13 , 1975 in Kościerzyna ) is a Polish football manager and former footballer .",0,0,,,,
614,615,The Cayman Islands Olympic Committee was founded in 1973 and was recognised by the IOC ( International Olympic Committee ) in 1976 .,The Olympic Committee of the Cayman Islands was founded in 1973 and was recognized by the IOC ( International Olympic Committee ) in 1976 .,1,0,,,,
615,616,"In 1847 , Lycoming County was formed from the Sullivan County , and two years later the Cherry Township was formed from the Colley Township .","Sullivan County was formed from Lycoming County in 1847 , and two years later Colley Township was formed from Cherry Township .",0,0,,,,
617,618,"The Soviet Union was officially in Asia until June 1941 , and Europe was officially neutral until August 1945 , when it attacked Japan in cooperation with the US .","The Soviet Union was officially neutral until June 1941 in Asia , and until August 1945 in Europe , when it attacked Japan in cooperation with the U.S .",1,0,,,,
619,620,"Hughes , born in Wales , founded two separate congregations in the city , and every Sunday preached Welsh sermons to one and English sermons to the other .","Hughes , born in Wales , founded two separate communities in the city and every Sunday preaching English sermons to one and Welsh sermons to the other .",1,0,,,,
620,621,"Tom Gullikson defeated Tim Gullikson , 4 -- 6 , 6 -- 2 , 7 -- 6","Tim Gullikson defeated Tom Gullikson , 4 -- 6 , 6 -- 2 , 7 - 6 -6",0,1,,,,
621,622,"According to J. T. Jablonski , for example , the name is also royal and could be compared with the Phrygian name `` Xenophon '' by Artemas .","For example , according to J. T. Jablonski , the name is also royal and could be compared with the Phrygian appellation `` Xenophon `` of Artemas .",1,0,,,,
622,623,King Kong : Jean-Luc Ponty Plays the Music of Frank Zappa ( or simply King Kong ) is an album by French,King Kong : Jean - Luc Ponty plays the music by Frank Zappa ( or simply King Kong ) is an album of French ones,1,0,,,,
623,624,"In 2015 , and now serves as Professor Emeritus . He is also recognized as an Honorary Associate Professor at the Hong Kong Institute for Teacher Education .","In 2015 , he also serves as an emeritus professor and is now a Honorary Associate Professor at the Hong Kong Institute for Teacher Education .",0,0,,,,
625,626,Quechua variety in Arequipa is Cusco -- Collao Quechua .,The Quechua variety spoken in Arequipa is Cusco -- Collao Quechua .,0,0,,,,
626,627,"Rosenthal was married to Jenny Bradley in Westcliff , Johannesburg on December 18 , 1934 , and settled in Fish Hoek near Cape Town .","Rosenthal was married to Jenny Bradley on 18 December 1934 in Fish Hoek , Johannesburg . On retirement they settled in Westcliff near Cape Town .",0,0,,,,
627,628,Authors may post documents on their own websites and in their institutional repositories with a link back to the ACM Digital Library 's permanently maintained Version of Record .,Authors can post documents on their institutional websites and in their own repositories with a link back to the permanently maintained version of Record of the ACM Digital Library .,0,0,,,,
629,630,Joan Milke Flores was inspiring and a friend of Nikki Hornsby to this day .,Nikki Hornsby was inspirational and to this day a friend of Joan Milke Flores .,0,0,,,,
630,631,"For the first time in the history of the league , Gary Gait von Rochester played against his twin brother Paul Gait of Philadelphia .","For the first time in league history , Paul Gait of Rochester played against his twin brother Gary Gait of Philadelphia .",0,0,,,,
631,632,"Its southern shore was marshy , but the northern end of the island ( towards Richfield Springs ) had trees and vegetation .","Its northern shore was marshy , but the southern end of the island ( toward Richfield Springs ) had trees and vegetation .",0,1,,,,
633,634,"`` Austrolestes leda '' is a medium to large Damselfly , the male is light blue and black .","`` Austrolestes leda '' is a medium-sized to large damselfly , the male is light blue and black .",1,0,,,,
634,635,"To get there , take the Marine Drive from the Lions Gate Bridge to the West , past Lighthouse Park , Horseshoe Bay and then further on to the 7100 Marine Drive block .","To get there , take the Marine Drive from the Lions Gate Bridge to the west , past the Horseshoe Bay , Lighthouse Park and continue on to the 7100 Marine Drive block .",0,0,,,,
635,636,"Aldous Huxley introduced Alfred Matthew Hubbard into the drug in 1955 , and Timothy Leary began to take it in 1962 .",Aldous Huxley introduced Alfred Matthew Hubbard to the drug in 1955 and Timothy Leary began taking it in 1962 .,1,0,,,,
636,637,Steve Cotterill left the club at the end of the season and was replaced by Craig Short .,Craig Short left the club at the end of the season and was replaced by Steve Cotterill .,0,0,,,,
637,638,"In 1954 she married Reinaldo Zamparelli , lived in Bogotá , Colombia and later in Lima , Peru .","She married Reinaldo Zamparelli in 1954 , living in Bogotá , Colombia and later in Lima , Peru .",1,0,,,,
638,639,Plena is another form of folkloric music of African origin .,Plena is yet another form of African music of folkloric origin .,0,1,,,,
639,640,"The Meads of Asphodel is a British black metal band with pronounced medieval influences , eastern , punk and progressive metal from Hertfordshire in the United Kingdom .","The Meads of Asphodel are a medieval metal band with pronounced British black , eastern , punk and progressive metal influences from Hertfordshire in the UK .",0,0,,,,
640,641,"The miniseries was nominated for various awards and won , including several Primetime Emmy Awards and the Golden Globe Awards .","The miniseries was nominated for and won multiple awards , including various Primetime Emmy Awards and Golden Globe Awards .",1,0,,,,
641,642,"Outside Europe , the French-style Macaron can be found in Canada and the United States .",The French - Style Macaron can be found outside of Canada in Europe and the United States .,0,0,,,,
642,643,The Quechua variety spoken in Cusco is Arequipa -- Collao Quechua .,"Quechua 's variety , spoken in Cusco , is Arequipa -- Collao Quechua .",1,0,,,,
643,644,James Sinclair studied Karate from Sensei Alan White in Pitsea near Basildon in Essex in the early 1970s before switching to Wing Chun .,"In the early 1970s , Alan White Karate of Sensei James Sinclair studied in Basildon , near Pitsea in Essex , before moving to Wing Chun .",0,0,,,,
644,645,"On April 1 , 2010 , Robertson made the first official maximum pause of his career in his second round of match at the China Open against Peter Ebdon 2010 .",On 1 April 2010 Peter Ebdon made the first official maximum break of his career in his second round match in the 2010 China Open against Robertson .,0,0,,,,
645,646,"Laudium is a relatively prosperous area ( which is unusual for a community ) , with very large mansions visible from the R55 road .","Laudium is a relatively wealthy area ( which is unusual for a township ) , with very large mansions visible from the R55 road .",1,1,,,,
646,647,"Crain wrote on this album the song `` For the Miner '' , which was mentioned shortly before his death for Jason Molina .",Crain has written the song `` For the Miner '' on this album which was mentioned for Jason Molina shortly before his death .,1,0,,,,
647,648,Downey pointed out in an interview that Simpson threw a party for the jurors who acquitted Ohlmeyer .,"In an interview , Downey pointed out that Simpson threw a party for the jurors that Ohlmeyer had acquitted .",1,0,,,,
648,649,"For his career , Webb had 5,771 Yards and 2,774 passing farms for a total of 8,545 offensive yards .","For his career , Webb had 5,771 passing yards and 2,774 rushing yards for a total of 8,545 offensive yards .",0,0,,,,
649,650,"In 2000 she was elected the first Canadian President of the Modern Language Association , the 117th Canadian to hold this position , and the third woman .","In 2000 , she was elected to the 117th president of the Modern Language Association , the third Canadian to hold this position , and the first Canadian woman .",0,1,,,,
650,651,Remy Belleau was very much admired in the twentieth century by poets such as Francis Ponge .,"Francis Ponge was greatly admired by poets in the twentieth century , such as Remy Belleau .",0,0,,,,
651,652,The Gulf Coast Box tortoise can be found along the Gulf of Mexico from the state of Florida to the state of Louisiana .,The Gulf Coast box turtle can be found along the Gulf of Mexico from the state of Florida to the state of Louisiana .,1,0,,,,
652,653,"In January 1131 he was trapped in a forest near Ringsted in Zealand , and executed .","In January 1131 , he was captured and executed in a forest near Ringsted in Zealand .",1,0,,,,
653,654,James Sinclair studied Karate from Sensei Alan White in Pitsea near Basildon in Essex in the early 1970s before switching to Wing Chun .,"In the early 1970s , James Sinclair Karate of Sensei Alan White studied in Pitsea near Basildon in Essex before moving to Wing Chun .",1,0,,,,
654,655,"The election of the Oldham Council in 1999 took place on 6 May 1999 to elect the members of the Oldham Metropolitan Borough Council in Greater Manchester , England .","The election of the Oldham Metropolitan Borough Council in 1999 took place on 6 May 1999 to elect the members of the Oldham Council in Greater Manchester , England .",0,1,,,,
655,656,"He made his debut in the Russian Football National League for FC Gazovik Orenburg on 20 March , 2016 , in a game against FC Torpedo Armavir .",On 20 March 2016 he debuted in the Russian Football - National League for FC Gazovik Orenburg in a game against FC Torpedo Armavir .,1,0,,,,
656,657,They used Creole Philippine ingredients and indigenous names to improvise what became part of an evolving Spanish cuisine .,They used creole Filipino ingredients and indigenous names to improvise what became part of an evolving Spanish cuisine .,1,0,,,,
657,658,Dassault Systèmes was bought in 2014 by Quintiq .,"Later in 2014 , Dassault Systèmes was bought by Quintiq .",1,0,,,,
658,659,Lydia Yeamans was born off the coast of South Australia during a voyage from Sydney to Melbourne .,Lydia Yeamans was born off the coast of South Australia during a journey from Sydney to Melbourne .,1,1,,,,
659,660,"Meanwhile , the Vichy regime promoted a highly female model of traditional roles .","Meanwhile , the Vichy regime has promoted a highly female model of traditional roles .",1,0,,,,
660,661,The Worcestershire Cricket Board was represented against the Kent Cricket Board in a single List A match at the NatWest Trophy 1999 .,"In the 1999 NatWest Trophy , the Kent Cricket Board was represented in a single List A game against the Worcestershire Cricket Board .",0,0,,,,
661,662,"Cedarville is a hamlet on NY 51 in the city of Columbia in Herkimer County , New York .","Columbia is a hamlet on NY 51 in the city of Cedarville in Herkimer County , New York .",0,1,,,,
662,663,His family immigrated from Indiana to Scotland in 1842 when he was nine years old .,His family migrated from Scotland in 1842 to Indiana when he was nine years old .,0,0,,,,
663,664,An independent analysis postulates that alternative vowels no longer exist in Standard Polish as nasal phonemes .,An independent analysis postulates that alternative standard - vowels in standard - Polish no longer exists as nasal phonemes .,1,0,,,,
664,665,It was held in 2015 and 2016 in Wisconsin and will return to Des Moines in 2017 .,It was held in Des Moines in 2015 and 2016 and will return to Wisconsin in 2017 .,0,0,,,,
665,666,It has been estimated that Japan has the potential for 144 GW for onshore wind and 608 GW of offshore wind capacity .,It has been estimated that Japan has 144 GW of offshore wind and 608 GW onshore wind capacity .,0,0,,,,
666,667,"Sogndal Fotball is the association of football clubs of the Norwegian sports club Sogndal IL from Sogn og Fjordane in Sogndal , which was founded in 1926 .",Sogndal Fotball is the association football section of Norwegian sports club Sogndal IL from Sogndal in Sogn og Fjordane . The club was founded in 1926 .,0,0,,,,
667,668,"It was founded in 1982 by Samuel Lipman , former art critic for `` The New York Times '' and Hilton Kramer , a pianist and music critic .","It was founded in 1982 by Samuel Lipman , former art critic of the `` New York Times '' , and Hilton Kramer , a pianist and music critic .",1,0,,,,
668,669,"Ghimniye is a village in Palghar - district of Maharashtra , India . It is located in Talasari Taluka .","Ghimniye is a village in the Palghar district of Maharashtra , India . It is located in Talasari taluka .",1,1,,,,
669,670,The left and right board edge are controlled by the battery formed by Lance and Chariot .,The left and right edges are formed by the battery controlled by Lance and Chariot .,0,1,,,,
671,672,"Kobach had previously appointed Newby to supervise elections Johnson County , Kansas .","Kobach had previously appointed Newby to oversee Johnson County , Kansas elections .",1,0,,,,
672,673,"It was written by Allen Coulter and led by David Chase , and was originally aired on March 4 , 2001 .","It was written by Allen Coulter and directed by David Chase , and originally aired on March 4 , 2001 .",1,0,,,,
673,674,"Rugi is a small village in Bagalkot , Karnataka , India , district Mudhol .","Rugi is a small village in Mudhol , in the Bagalkot district , Karnataka , India .",0,1,,,,
